standard,hiqa_id,element,applies_to,conformance,cardinality,hiqa_datatype,profile,path,ms,status,notes,lm_path
PS,3.7,Preferred communication type for nominated contact person,,Required,0..1,Coded value,IECorePatientSummaryPatient,Patient.contact.telecom.rank,Y,Aligned,preferred communication type: rank = 1,HIQAPatientSummaryLM.nominatedContactPerson.preferredCommunicationTypeForNominatedContactPer
PS,4.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionAlert.text,Y,Aligned,,HIQAPatientSummaryLM.alerts.generatedNarrative
PS,4.2,Alerts empty reason,,Required,0..1,Coded value,IECoreCompositionPatientSummary,Composition.section:sectionAlert.emptyReason,Y,Aligned,entries or emptyReason (ie-ps-1),HIQAPatientSummaryLM.alerts.alertsEmptyReason
PS,4.3,Alerts (record entry),,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionAlert.entry,Y,Aligned,IECoreFlag,HIQAPatientSummaryLM.alerts.alerts
PS,4.3.1,Time period of alert,,Required,0..1,Period,IECoreFlag,Flag.period,Y,Aligned,,HIQAPatientSummaryLM.alerts.alerts.timePeriodOfAlert
PS,4.3.2,Alert status,,Mandatory,1..1,Coded value,IECoreFlag,Flag.status,Y,Aligned,,HIQAPatientSummaryLM.alerts.alerts.alertStatus
PS,4.3.3,Alert,,Optional,0..1,Coded value,IECoreFlag,Flag.code,Y,Aligned,,HIQAPatientSummaryLM.alerts.alerts.alert
PS,4.3.4,Description of alert,,Required,0..1,Free text,IECoreFlag,Flag.code.text,N,Aligned,,HIQAPatientSummaryLM.alerts.alerts.descriptionOfAlert
PS,4.3.5,Alert priority,,Optional,0..1,Coded value,IECoreFlag,,N,Gap,priority (flag-priority extension); Optional,HIQAPatientSummaryLM.alerts.alerts.alertPriority
PS,4.4.6,Source of alert information,,Optional,0..*,Coded value,IECoreFlag,Flag.author,Y,Partial,HIQA numbering anomaly (probably 4.3.6). HIQA 0..* sources; Flag.author is 0..1,HIQAPatientSummaryLM.alerts.sourceOfAlertInformation
PS,4.5,Note,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionAlert.text,Y,Aligned,,HIQAPatientSummaryLM.alerts.note
PS,5.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionAllergies.text,Y,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.generatedNarrative
PS,5.2,Allergies and intolerances empty reason,,Required,0..1,Coded value,IECoreCompositionPatientSummary,Composition.section:sectionAllergies.emptyReason,Y,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerancesEmptyReason
PS,5.3,Allergies and intolerances (record entry),,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionAllergies.entry,Y,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances
PS,5.3.1,Allergies or intolerances status,,Mandatory,1..1,Coded value,IECoreAllergyIntolerance,AllergyIntolerance.clinicalStatus,Y,Aligned,enforced by invariant ie-allergy-1 (required unless entered-in-error; FHIR ait-2),HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.allergiesOrIntolerancesStatus
PS,5.3.2,Causative agent or allergen,,Mandatory,1..1,Coded value,IECoreAllergyIntolerance,AllergyIntolerance.code,Y,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.causativeAgentOrAllergen
PS,5.3.3,Onset date,,Required,0..1,Datetime,IECoreAllergyIntolerance,AllergyIntolerance.onset[x],Y,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.onsetDate
PS,5.3.4,End date,,Required,0..1,Datetime,IECoreAllergyIntolerance,,N,Gap,end date: R4 has no abatement element,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.endDate
PS,5.3.5,Certainty,,Optional,0..1,Coded value,IECoreAllergyIntolerance,AllergyIntolerance.verificationStatus,Y,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.certainty
PS,5.3.6,Note,,Optional,0..1,Free text,IECoreAllergyIntolerance,AllergyIntolerance.note,N,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.note
PS,5.3.7,Reaction (Cluster),,Required,0..*,,IECoreAllergyIntolerance,AllergyIntolerance.reaction,Y,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.reaction
PS,5.3.7.1,Allergen,,Mandatory,1..1,Coded value,IECoreAllergyIntolerance,AllergyIntolerance.reaction.substance,Y,Aligned,Mandatory within the reaction cluster (MS) (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.reaction.allergen
PS,5.3.7.2,Description of reaction,,Required,0..*,Free text,IECoreAllergyIntolerance,AllergyIntolerance.reaction.description,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.reaction.descriptionOfReaction
PS,5.3.7.3,Type of reaction,,Optional,0..1,Coded value,IECoreAllergyIntolerance,AllergyIntolerance.type,N,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.reaction.typeOfReaction
PS,5.3.7.4,Severity,,Required,0..1,Coded value,IECoreAllergyIntolerance,AllergyIntolerance.reaction.severity,Y,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.reaction.severity
PS,5.3.7.5,Evidence,,Optional,0..1,Coded value,IECoreAllergyIntolerance,,N,Gap,evidence: not in R4 reaction; Optional,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.reaction.evidence
PS,5.3.7.6,Onset date,,Optional,0..1,Datetime,IECoreAllergyIntolerance,AllergyIntolerance.reaction.onset,N,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.reaction.onsetDate
PS,5.3.7.7,Note,,Optional,0..1,Free text,IECoreAllergyIntolerance,AllergyIntolerance.reaction.note,N,Aligned,,HIQAPatientSummaryLM.allergiesAndIntolerances.allergiesAndIntolerances.reaction.note
PS,6.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionMedications.text,Y,Aligned,,HIQAPatientSummaryLM.medicationInformation.generatedNarrative
PS,6.2,Medications prescribed (empty reason),,Required,0..1,Coded value,IECoreCompositionPatientSummary,Composition.section:sectionMedications.emptyReason,Y,Aligned,,HIQAPatientSummaryLM.medicationInformation.medicationsPrescribed
PS,6.3,Medication (record entry),,Required,0..1,,IECoreCompositionPatientSummary,Composition.section:sectionMedications.entry,Y,Aligned,HIQA record entry 0..1 looks like a source error (OI-006),HIQAPatientSummaryLM.medicationInformation.medication
PS,6.3.1,Medication status (cluster) 6.3.1 Medication status (cluster),,Required,0..1,,IECoreMedicationStatement,MedicationStatement.status,Y,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.medicationStatus631MedicationStatus
PS,6.3.1.1,Medication status,,Mandatory,1..1,Coded value,IECoreMedicationStatement,MedicationStatement.status,Y,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.medicationStatus631MedicationStatus.medicationStatus
PS,6.3.1.2,Medication status reason,,Required,0..1,Coded value,IECoreMedicationStatement,MedicationStatement.statusReason,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.medicationInformation.medication.medicationStatus631MedicationStatus.medicationStatusReason
PS,6.3.2,Medication identifier,,Required,0..1,Alpha-numeric,IECoreMedicationStatement,MedicationStatement.identifier,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.medicationInformation.medication.medicationIdentifier
PS,6.3.3,Medication Classification,,Required,0..*,Coded value,IECoreMedicationStatement,,N,Gap,classification,HIQAPatientSummaryLM.medicationInformation.medication.medicationClassification
PS,6.3.4,Medication name,,Mandatory,1..1,Coded value,IECoreMedicationStatement,MedicationStatement.medication[x],Y,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.medicationName
PS,6.3.5,Indication for medication (cluster),,Optional,0..*,,IECoreMedicationStatement,MedicationStatement.reasonCode,Y,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.indicationForMedication
PS,6.3.5.1,Indication for medication,,Optional,0..*,Coded value,IECoreMedicationStatement,MedicationStatement.reasonCode,Y,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.indicationForMedication.indicationForMedication
PS,6.3.5.2,Indication for medication in text format,,Optional,0..1,Free text,IECoreMedicationStatement,MedicationStatement.reasonCode.text,N,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.indicationForMedication.indicationForMedicationInTextFormat
PS,6.3.6,Form,,Required,0..1,Coded value,IECoreMedicationStatement,MedicationStatement.medication[x],Y,Partial,dose form only via a referenced Medication.form,HIQAPatientSummaryLM.medicationInformation.medication.form
PS,6.3.7,Route,,Required,0..1,Coded value,IECoreMedicationStatement,MedicationStatement.dosage.route,Y,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.route
PS,6.3.8,Site,,Required,0..1,Coded value,IECoreMedicationStatement,MedicationStatement.dosage.site,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.medicationInformation.medication.site
PS,6.3.9,Dose,,Mandatory,1..1,Quantity,IECoreMedicationStatement,MedicationStatement.dosage.doseAndRate,Y,Partial,"dose[x] MS but not 1..1: enforcing it would reject ""as directed"" statements (Requires Clarification; feedback)",HIQAPatientSummaryLM.medicationInformation.medication.dose
PS,6.3.10,Frequency (cluster),,Required,0..1,,IECoreMedicationStatement,MedicationStatement.dosage.timing,Y,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.frequency
PS,6.3.10.1,Frequency of administration,,Mandatory,1..1,Integer,IECoreMedicationStatement,MedicationStatement.dosage.timing.repeat.frequency,Y,Aligned,Mandatory within the frequency cluster (MS),HIQAPatientSummaryLM.medicationInformation.medication.frequency.frequencyOfAdministration
PS,6.3.10.2,Period,,Mandatory,1..1,Quantity,IECoreMedicationStatement,MedicationStatement.dosage.timing.repeat.period,Y,Aligned,Mandatory within the frequency cluster (MS),HIQAPatientSummaryLM.medicationInformation.medication.frequency.period
PS,6.3.10.3,Day of the week,,Optional,0..*,Coded value,IECoreMedicationStatement,MedicationStatement.dosage.timing.repeat.dayOfWeek,N,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.frequency.dayOfTheWeek
PS,6.3.10.4,Time of the day,,Optional,0..*,Time,IECoreMedicationStatement,MedicationStatement.dosage.timing.repeat.timeOfDay,N,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.frequency.timeOfTheDay
PS,6.3.10.5,Event or time period for administration,,Optional,0..*,Coded value,IECoreMedicationStatement,MedicationStatement.dosage.timing.repeat.when,N,Aligned,,HIQAPatientSummaryLM.medicationInformation.medication.frequency.eventOrTimePeriodForAdministration
PS,6.3.11.1,Additional instructions,,Required,0..*,Free text,IECoreMedicationStatement,MedicationStatement.dosage.additionalInstruction,Y,Aligned,MS; HIQA parent 6.3.11 missing (OI-006),HIQAPatientSummaryLM.medicationInformation.medication.additionalInstructions
PS,6.4,Aids to compliance,,Optional,0..*,Coded value,IECoreMedicationStatement,,N,Gap,aids to compliance; Optional,HIQAPatientSummaryLM.medicationInformation.aidsToCompliance
PS,6.5,Non-prescribed medication/supplements,,Optional,0..*,Coded value,IECoreMedicationStatement,MedicationStatement.informationSource,Y,Aligned,non-prescribed medication and supplements as MedicationStatement,HIQAPatientSummaryLM.medicationInformation.nonPrescribedMedicationSupplements
PS,6.6,Note,,Optional,0..1,Free text,IECoreMedicationStatement,MedicationStatement.note,Y,Aligned,,HIQAPatientSummaryLM.medicationInformation.note
PS,7.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionProblems.text,Y,Aligned,,HIQAPatientSummaryLM.healthConditions.generatedNarrative
PS,7.2,Health condition (empty reason),,Required,0..1,Coded value,IECoreCompositionPatientSummary,Composition.section:sectionProblems.emptyReason,Y,Aligned,,HIQAPatientSummaryLM.healthConditions.healthCondition
PS,7.3,Health condition (record entry),,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionProblems.entry,Y,Aligned,,HIQAPatientSummaryLM.healthConditions.healthCondition2
PS,7.3.1,Problems /Health condition,,Mandatory,1..1,Coded value,IECoreConditionProblemsHealthConcerns,Condition.code,Y,Aligned,,HIQAPatientSummaryLM.healthConditions.healthCondition2.problemsHealthCondition
PS,7.3.2,Health condition status,,Mandatory,1..1,Coded value,IECoreConditionProblemsHealthConcerns,Condition.clinicalStatus,Y,Aligned,enforced by invariant ie-cond-1 (1..1 would break FHIR con-5 for entered-in-error),HIQAPatientSummaryLM.healthConditions.healthCondition2.healthConditionStatus
PS,7.3.3,Date of diagnosis,,Required,0..1,Datetime,IECoreConditionProblemsHealthConcerns,Condition.recordedDate,Y,Partial,date of diagnosis vs recorded date; condition-assertedDate is closer,HIQAPatientSummaryLM.healthConditions.healthCondition2.dateOfDiagnosis
PS,7.3.4,Onset date,,Required,0..1,Datetime,IECoreConditionProblemsHealthConcerns,Condition.onset[x],Y,Aligned,,HIQAPatientSummaryLM.healthConditions.healthCondition2.onsetDate
PS,7.3.5,End date,,Required,0..1,Datetime,IECoreConditionProblemsHealthConcerns,Condition.abatement[x],Y,Aligned,,HIQAPatientSummaryLM.healthConditions.healthCondition2.endDate
PS,7.3.6,"Category of problem, condition or diagnosis",,Optional,0..*,Coded value,IECoreConditionProblemsHealthConcerns,Condition.category,Y,Aligned,,HIQAPatientSummaryLM.healthConditions.healthCondition2.categoryOfProblemConditionOrDiagnosis
PS,7.3.7,Severity,,Required,0..1,Coded value,IECoreConditionProblemsHealthConcerns,Condition.severity,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.healthConditions.healthCondition2.severity
PS,7.3.8,Anatomical location,,Required,0..*,Coded value,IECoreConditionProblemsHealthConcerns,Condition.bodySite,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.healthConditions.healthCondition2.anatomicalLocation
PS,7.3.9,Clinical stage/grade,,Required,0..1,Coded value,IECoreConditionProblemsHealthConcerns,Condition.stage.summary,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.healthConditions.healthCondition2.clinicalStageGrade
PS,7.3.10,Diagnosis assertion status,,Optional,0..1,Coded value,IECoreConditionProblemsHealthConcerns,Condition.verificationStatus,Y,Aligned,,HIQAPatientSummaryLM.healthConditions.healthCondition2.diagnosisAssertionStatus
PS,7.3.11,Resolution circumstances,,Optional,0..1,Coded value,IECoreConditionProblemsHealthConcerns,,N,Gap,resolution circumstances; Optional,HIQAPatientSummaryLM.healthConditions.healthCondition2.resolutionCircumstances
PS,7.3.12,Specialist Contact details,,Required,0..*,Free text,IECoreConditionProblemsHealthConcerns,,N,Gap,specialist contact details; Required,HIQAPatientSummaryLM.healthConditions.healthCondition2.specialistContactDetails
PS,7.3.13,Attachment,,Required,0..*,Attachment,IECoreConditionProblemsHealthConcerns,Condition.evidence.detail,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.healthConditions.healthCondition2.attachment
PS,7.4,Note,,Optional,0..1,Free text,IECoreConditionProblemsHealthConcerns,Condition.note,N,Aligned,,HIQAPatientSummaryLM.healthConditions.note
PS,8.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionResults.text,Y,Aligned,,HIQAPatientSummaryLM.observationResults.generatedNarrative
PS,8.2,Observation result (Record Entry),,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionResults.entry,Y,Aligned,,HIQAPatientSummaryLM.observationResults.observationResult
PS,8.2.1,Date of observation result,,Mandatory,1..1,Datetime,IECoreObservationClinicalResult,Observation.effective[x],Y,Partial,HIQA Mandatory; IG 0..1,HIQAPatientSummaryLM.observationResults.observationResult.dateOfObservationResult
PS,8.2.2,Observation requested,,Mandatory,1..1,Coded value,IECoreObservationClinicalResult,Observation.code,Y,Aligned,,HIQAPatientSummaryLM.observationResults.observationResult.observationRequested
PS,8.2.3,Observation Status,,Mandatory,1..1,Coded value,IECoreObservationClinicalResult,Observation.status,Y,Aligned,,HIQAPatientSummaryLM.observationResults.observationResult.observationStatus
PS,8.2.4,Result (cluster),,Mandatory,1..1,Coded value,IECoreObservationClinicalResult,Observation.value[x],Y,Partial,HIQA Mandatory; IG 0..1 (dataAbsentReason allowed),HIQAPatientSummaryLM.observationResults.observationResult.result
PS,8.2.4.1,Result coded value,,Required,0..1,Coded value,IECoreObservationClinicalResult,Observation.valueCodeableConcept,Y,Aligned,,HIQAPatientSummaryLM.observationResults.observationResult.result.resultCodedValue
PS,8.2.4.2,Result value text,,Required,0..1,Free text,IECoreObservationClinicalResult,Observation.valueString,Y,Aligned,,HIQAPatientSummaryLM.observationResults.observationResult.result.resultValueText
PS,8.2.4.3,Result value quantity,,Required,0..1,Quantity,IECoreObservationClinicalResult,Observation.valueQuantity,Y,Aligned,,HIQAPatientSummaryLM.observationResults.observationResult.result.resultValueQuantity
PS,8.2.4.4,Result value range,,Required,0..1,Range,IECoreObservationClinicalResult,Observation.valueRange,Y,Aligned,,HIQAPatientSummaryLM.observationResults.observationResult.result.resultValueRange
PS,8.2.4.5,Result value ratio,,Required,0..1,Ratio,IECoreObservationClinicalResult,Observation.valueRatio,Y,Aligned,,HIQAPatientSummaryLM.observationResults.observationResult.result.resultValueRatio
PS,8.3,Note,,Optional,0..1,Free text,IECoreObservationClinicalResult,Observation.note,N,Aligned,,HIQAPatientSummaryLM.observationResults.note
PS,9.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionProceduresHx.text,Y,Aligned,,HIQAPatientSummaryLM.procedures.generatedNarrative
PS,9.2,"Procedures, operations or treatment (Empty reason)",,Required,0..1,Coded value,IECoreCompositionPatientSummary,Composition.section:sectionProceduresHx.emptyReason,Y,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment
PS,9.3,"Procedures, operations or treatment (record entry)",,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionProceduresHx.entry,Y,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2
PS,9.3.1,"Date of procedure, operation or treatment",,Required,0..1,Datetime,IECoreProcedure,Procedure.performed[x],Y,Aligned,relaxed to 0..1 MS (was 1..1),HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.dateOfProcedureOperationOrTreatment
PS,9.3.2,"Procedure, operation or treatment name",,Mandatory,1..1,Coded value,IECoreProcedure,Procedure.code,Y,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.procedureOperationOrTreatmentName
PS,9.3.3,"Reason for procedure, operation or treatment",,Required,0..*,Coded value,IECoreProcedure,Procedure.reasonCode,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.reasonForProcedureOperationOrTreatment
PS,9.3.4,Status,,Mandatory,1..1,Coded value,IECoreProcedure,Procedure.status,Y,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.status
PS,9.3.5,Anatomical location (cluster),,Required,0..*,,IECoreProcedure,Procedure.bodySite,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.anatomicalLocation
PS,9.3.5.1,Morphology,,Optional,0..1,Coded value,IECoreProcedure,Procedure.bodySite,N,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.anatomicalLocation.morphology
PS,9.3.5.2,Location,,Required,0..1,Coded value,IECoreProcedure,Procedure.bodySite,Y,Aligned,"location, post-coordinated in SNOMED CT",HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.anatomicalLocation.location
PS,9.3.5.3,Location qualifier,,Optional,0..*,Coded value,IECoreProcedure,Procedure.bodySite,N,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.anatomicalLocation.locationQualifier
PS,9.3.5.4,Laterality,,Required,0..1,Coded value,IECoreProcedure,Procedure.bodySite,Y,Aligned,"laterality, post-coordinated in SNOMED CT",HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.anatomicalLocation.laterality
PS,9.3.5.5,Description of anatomical location,,Optional,0..1,Free text,IECoreProcedure,Procedure.bodySite.text,N,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.anatomicalLocation.descriptionOfAnatomicalLocation
PS,9.3.6,"Outcome of procedure, operation or treatment",,Optional,0..1,Coded value,IECoreProcedure,Procedure.outcome,N,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.outcomeOfProcedureOperationOrTreatment
PS,9.3.7,"Complications relating to procedure, operation or treatment",,Required,0..*,Coded value,IECoreProcedure,Procedure.complication,Y,Aligned,MS (IE profile; PS entries SHOULD claim it: OI-016),HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.complicationsRelatingToProcedureOperationOrTreat
PS,9.3.8,Device use (cluster),,Optional,0..1,,IECoreProcedure,Procedure.focalDevice,N,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.deviceUse
PS,9.3.8.1,Device used,,Optional,0..*,Coded value,IECoreProcedure,Procedure.usedCode,N,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.deviceUse.deviceUsed
PS,9.3.8.2,Focal device,,Optional,0..*,Coded value,IECoreProcedure,Procedure.focalDevice.manipulated,N,Aligned,,HIQAPatientSummaryLM.procedures.proceduresOperationsOrTreatment2.deviceUse.focalDevice
PS,9.4,Note,,Optional,0..1,Free text,IECoreProcedure,Procedure.note,N,Aligned,,HIQAPatientSummaryLM.procedures.note
PS,10.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionMedicalDevices.text,Y,Aligned,,HIQAPatientSummaryLM.medicalDevicesImplants.generatedNarrative
PS,10.2,Medical devices or implants (empty reason),,Required,0..1,Coded value,IECoreCompositionPatientSummary,Composition.section:sectionMedicalDevices.emptyReason,Y,Aligned,,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants
PS,10.3,Medical devices or implants (record entry),,Required,0..*,,IECoreCompositionPatientSummary,Composition.section:sectionMedicalDevices.entry,Y,Aligned,EPS deviceStatement entries (DeviceUseStatement),HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2
PS,10.3.1,Device/ implant period of use,,Required,0..1,Period,deviceUseStatement-eu-eps,DeviceUseStatement.timing[x],N,Aligned,timing 1..1 in the EPS entry profile,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceImplantPeriodOfUse
PS,10.3.2,Device status,,Mandatory,1..1,Coded value,deviceUseStatement-eu-eps,DeviceUseStatement.status,N,Aligned,status 1..1 (status of use) in the EPS entry profile,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceStatus
PS,10.3.3,Device name (cluster),,Required,0..1,,deviceUseStatement-eu-eps,DeviceUseStatement.device,N,Aligned,device 1..1 → Device.deviceName / type,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceName
PS,10.3.3.1,Device name type,,Mandatory,1..1,Coded value,IECoreImplantableDevice,Device.deviceName.type,N,Partial,,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceName.deviceNameType
PS,10.3.3.2,Device name value,,Mandatory,1..1,Coded value,IECoreImplantableDevice,Device.type,Y,Aligned,,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceName.deviceNameValue
PS,10.3.3.3,Body site (cluster),,Required,0..1,Coded value,deviceUseStatement-eu-eps,DeviceUseStatement.bodySite,N,Partial,"bodySite available; EPS uses obligations, not MS",HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceName.bodySite
PS,10.3.3.3.1,Morphology,,Required,0..1,Coded value,deviceUseStatement-eu-eps,DeviceUseStatement.bodySite,N,Partial,post-coordinated; EPS obligations,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceName.bodySite.morphology
PS,10.3.3.3.2,Body site location,,Required,0..1,Coded value,deviceUseStatement-eu-eps,DeviceUseStatement.bodySite,N,Partial,EPS obligations,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceName.bodySite.bodySiteLocation
PS,10.3.3.3.3,Body site location qualifier,,Required,0..1,Coded value,deviceUseStatement-eu-eps,DeviceUseStatement.bodySite,N,Partial,EPS obligations,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceName.bodySite.bodySiteLocationQualifier
PS,10.3.3.3.4,Laterality,,Required,0..1,Coded value,deviceUseStatement-eu-eps,DeviceUseStatement.bodySite,N,Partial,EPS obligations,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceName.bodySite.laterality
PS,10.3.3.3.5,Description in text format,,Optional,0..1,Free text,deviceUseStatement-eu-eps,DeviceUseStatement.bodySite.text,N,Aligned,Optional,HIQAPatientSummaryLM.medicalDevicesImplants.medicalDevicesOrImplants2.deviceName.bodySite.descriptionInTextFormat
PS,10.4,Reason for device/implant insertion or removal,,Required,0..1,Coded value,deviceUseStatement-eu-eps,DeviceUseStatement.reasonCode,N,Partial,"available; EPS obligations, not MS",HIQAPatientSummaryLM.medicalDevicesImplants.reasonForDeviceImplantInsertionOrRemoval
PS,10.5,Attachment,,Required,0..*,Attachment,deviceUseStatement-eu-eps,DeviceUseStatement.derivedFrom,N,Partial,attachment via a DocumentReference in derivedFrom,HIQAPatientSummaryLM.medicalDevicesImplants.attachment
PS,10.6,Note,,Optional,0..1,Free text,IECoreImplantableDevice,Device.note,N,Aligned,,HIQAPatientSummaryLM.medicalDevicesImplants.note
PS,11.1,Patient story,,Optional,0..*,Free text,IECoreCompositionPatientSummary,Composition.section:sectionPatientStory.text,Y,Aligned,,HIQAPatientSummaryLM.patientProvidedData.patientStory
PS,11.2,Note,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionPatientStory.text,Y,Aligned,,HIQAPatientSummaryLM.patientProvidedData.note
PS,12.1,Generated Narrative,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionSocialHistory.text,Y,Aligned,,HIQAPatientSummaryLM.socialContext.generatedNarrative
PS,12.2,Living situation,,Required,0..*,Free text,IECoreCompositionPatientSummary,Composition.section:sectionSocialHistory.text,Y,Aligned,HIQA free text carried in the section narrative,HIQAPatientSummaryLM.socialContext.livingSituation
PS,12.3,What matters to the patient,,Required,0..*,Free text,IECoreCompositionPatientSummary,Composition.section:sectionSocialHistory.text,Y,Aligned,section narrative,HIQAPatientSummaryLM.socialContext.whatMattersToThePatient
PS,12.4,Family situation,,Required,0..*,Free text,IECoreCompositionPatientSummary,Composition.section:sectionSocialHistory.text,Y,Aligned,section narrative,HIQAPatientSummaryLM.socialContext.familySituation
PS,12.5,Other determinants of health observations,,Required,0..*,Free text,IECoreCompositionPatientSummary,Composition.section:sectionSocialHistory.text,Y,Aligned,section narrative,HIQAPatientSummaryLM.socialContext.otherDeterminantsOfHealthObservations
PS,12.6,Note,,Optional,0..1,Free text,IECoreCompositionPatientSummary,Composition.section:sectionSocialHistory.text,Y,Aligned,,HIQAPatientSummaryLM.socialContext.note
